county,Housing gap,Total ELI renters,Housing gap (asst off),Units per 100 renters,Units per 100 renters (asst off),Number of HUD asst units,AAA units,AAA units (asst off)
48413,23,49,40,53,18,17,26,9
48415,315,551,342,43,38,27,236,209
48417,31,55,31,43,43,,24,24
48419,324,784,468,59,40,144,459,315
48421,14,22,17,38,24,3,8,5
48423,4814,6271,5649,23,10,835,1457,622
48425,116,169,141,31,17,25,53,28
48427,916,1549,1202,41,22,286,633,347
48429,140,246,235,43,4,95,105,10
48431,14,30,14,53,53,,16,16
48433,16,28,27,43,3,11,12,1
48435,32,67,32,53,53,,36,36
48437,88,141,164,38,0,76,54,0
48439,52719,63499,61651,17,3,8932,10780,1848
48441,4326,4904,5184,12,0,858,578,0
48443,3,17,3,83,83,,14,14
48445,158,349,210,55,40,52,191,139
48447,10,18,16,43,10,6,8,2
48449,623,912,760,32,17,137,289,152
48451,1255,2513,1900,50,24,645,1258,613
48453,43508,50093,49061,13,2,5553,6585,1032
48455,164,235,183,30,22,19,71,52
48457,116,281,166,59,41,50,165,115
48459,548,690,719,21,0,171,143,0
48461,15,32,15,53,53,,17,17
48463,469,756,689,38,9,220,287,67
48465,892,1438,1474,38,0,582,545,0
48467,1112,1266,1285,12,0,173,154,0
48469,1108,2272,1628,51,28,520,1164,644
48471,2262,3241,2535,30,22,273,979,706
48473,654,1039,775,37,25,121,386,265
48475,31,183,104,83,43,73,152,79
48477,510,1124,806,55,28,296,614,318
48479,7960,9357,9408,15,0,1448,1397,0
48481,908,1443,1135,37,21,227,535,308
48483,52,84,58,38,31,6,32,26
48485,2741,4485,3876,39,14,1135,1744,609
48487,137,428,235,68,45,98,292,194
48489,116,279,227,59,19,111,163,52
48491,5443,6687,6283,19,6,840,1244,404
48493,268,517,355,48,31,87,248,161
48495,15,88,32,83,64,17,73,56
48497,317,992,365,68,63,48,675,627
48499,812,925,861,12,7,49,113,64
48501,9,19,14,55,28,5,10,5
48503,178,558,301,68,46,123,380,257
48505,242,408,303,41,26,61,167,106
48507,276,444,603,38,0,327,168,0
49001,55,142,83,61,42,28,87,59
49003,223,632,368,65,42,145,409,264
49005,1960,2875,2188,32,24,228,915,687
49007,202,548,390,63,29,188,346,158
49009,7,19,7,63,63,,12,12
49011,3470,5192,4381,33,16,911,1722,811
49013,140,380,180,63,53,40,240,200
49015,63,171,105,63,38,42,108,66
49017,19,48,19,61,61,,30,30
49019,108,294,148,63,49,40,185,145
49021,535,1381,616,61,55,81,846,765
49023,35,90,35,61,61,,55,55
49025,48,125,48,61,61,,77,77
49027,59,153,59,61,61,,94,94
49029,49,71,49,32,32,,23,23
49031,7,18,7,61,61,,11,11
49033,19,28,19,32,32,,9,9
49035,24112,28794,28876,16,0,4764,4682,0
49037,48,131,49,63,62,1,83,82
49039,126,326,134,61,59,8,200,192
49041,89,230,125,61,46,36,141,105
49043,481,705,486,32,31,5,224,219
49045,378,1074,587,65,45,209,696,487
49047,191,518,232,63,55,41,327,286
49049,8051,10646,9219,24,13,1168,2595,1427
49051,196,531,197,63,63,1,335,334
49053,1883,2812,2117,33,25,234,929,695
49055,4,10,4,61,61,,6,6
49057,3877,6643,5249,42,21,1372,2766,1394
50001,412,758,593,46,22,181,346,165
50003,533,981,856,46,13,323,448,125
50005,664,973,900,32,7,236,309,73
50007,3116,4912,5288,37,0,2172,1795,0
50009,88,129,133,32,0,45,41,0
50011,629,991,1082,37,0,453,362,0
50013,63,99,108,37,0,45,36,0
50015,486,713,630,32,12,144,226,82
50017,173,389,318,55,18,145,216,71
50019,446,653,550,32,16,104,207,103
50021,997,1836,1606,46,13,609,839,230
50023,1050,1538,1808,32,0,758,488,0
50025,371,833,791,55,5,420,462,42
50027,489,1098,1040,55,5,551,609,58
51001,739,1121,836,34,25,97,382,285
51003,2544,3957,2867,36,28,323,1413,1090
51005,147,228,360,36,0,213,82,0
51007,127,233,127,46,46,,107,107
51009,586,746,616,21,17,30,160,130
51011,305,389,358,21,8,53,84,31
51013,7122,8637,8964,18,0,1842,1515,0
51015,863,1118,962,23,14,99,255,156
51017,42,54,47,23,14,5,12,7
51019,905,1153,937,21,19,32,248,216
51021,13,43,13,71,71,,31,31
51023,153,238,154,36,35,1,85,84
51025,420,772,476,46,38,56,353,297
51027,384,734,458,48,38,74,350,276
51029,185,340,230,46,32,45,155,110
51031,798,1257,891,36,29,93,459,366
51033,422,573,456,26,20,34,151,117
51035,155,535,306,71,43,151,379,228
51036,56,88,59,36,32,3,32,29
51037,205,378,206,46,45,1,173,172
51041,3910,4945,4614,21,7,704,1035,331
51043,145,158,159,8,0,14,13,0
51045,8,13,26,36,0,18,5,0
51047,966,1372,1165,30,15,199,407,208
51049,142,262,149,46,43,7,120,113
51051,277,529,486,48,8,209,252,43
51053,351,688,410,49,40,59,337,278
51057,238,361,273,34,24,35,123,88
51059,15196,20393,20450,25,0,5254,5197,0
51061,778,1106,942,30,15,164,328,164
51063,112,158,132,29,16,20,46,26
51065,185,418,228,56,46,43,233,190
51067,687,1071,830,36,22,143,384,241
51069,1121,1223,1176,8,4,55,102,47
51071,218,306,310,29,0,92,89,0
51073,436,662,527,34,20,91,226,135
51075,71,111,86,36,22,15,40,25
51077,78,269,150,71,44,72,191,119
51079,317,378,396,16,0,79,61,0
51081,170,333,188,49,44,18,163,145
51083,792,1457,903,46,38,111,665,554
51085,840,1310,1075,36,18,235,470,235
51087,7687,10076,10113,24,0,2426,2389,0
51089,772,1249,887,38,29,115,478,363
51091,8,11,8,23,23,,2,2
51093,332,664,601,50,9,269,331,62
51095,1692,1815,1798,7,1,106,124,18
51097,75,113,82,34,28,7,39,32
51099,344,467,350,26,25,6,123,117
51101,142,221,172,36,22,30,79,49
51103,237,359,313,34,13,76,122,46
51105,547,1045,871,48,17,324,498,174
51107,2279,2857,2781,20,3,502,578,76
51109,402,910,514,56,44,112,508,396
51111,216,398,216,46,46,,182,182
51113,151,214,162,30,24,11,63,52
51115,197,298,206,34,31,9,102,93
51117,685,1260,751,46,40,66,575,509
51119,154,233,182,34,22,28,80,52
51121,4920,6922,5432,29,22,512,2002,1490
51125,201,456,238,56,48,37,255,218
51127,76,118,80,36,33,4,43,39
51131,319,484,497,34,0,178,165,0
51133,194,294,217,34,26,23,100,77
51135,442,814,458,46,44,16,372,356
51137,476,677,546,30,19,70,201,131
51139,423,521,434,19,17,11,98,87
51141,200,324,238,38,26,38,124,86
51143,655,1060,751,38,29,96,405,309
51145,152,237,165,36,30,13,85,72
51147,483,889,600,46,32,117,406,289
51149,422,828,486,49,41,64,406,342
51153,5005,6513,6592,23,0,1587,1508,0
51155,972,1367,1230,29,10,258,396,138
51157,127,181,129,30,29,2,54,52
51159,124,189,129,34,31,5,64,59
51161,1073,1792,1482,40,17,409,719,310
51163,433,561,509,23,9,76,128,52
51165,1379,1659,1485,17,10,106,280,174
51167,561,1072,694,48,35,133,511,378
51169,378,722,524,48,27,146,344,198
51171,987,1217,1187,19,2,200,230,30
51173,196,675,581,71,14,385,479,94
51175,238,475,249,50,48,11,237,226
51177,1992,2708,2327,26,14,335,715,380
51179,1655,2635,1997,37,24,342,981,639
51181,63,124,73,49,41,10,61,51
51183,151,295,266,49,10,115,145,30
51185,921,1760,1152,48,35,231,839,608
51187,740,912,879,19,4,139,172,33
51191,285,981,387,71,61,102,696,594
51193,367,557,488,34,12,121,190,69
51195,1004,1919,1554,48,19,550,915,365
51197,153,527,400,71,24,247,374,127
51199,1625,1744,1756,7,0,131,119,0
51510,4689,6396,6741,27,0,2052,1707,0
51515,364,464,522,21,0,158,100,0
51520,203,698,683,71,2,480,495,15
51530,198,257,256,23,0,58,59,1
51540,2445,2913,3288,16,0,843,468,0
51550,4804,6847,6299,30,8,1495,2043,548
51570,366,717,502,49,30,136,351,215
51580,122,190,131,36,31,9,68,59
51590,1575,2549,2686,38,0,1111,974,0
51595,263,516,355,49,31,92,253,161
51600,338,354,404,5,0,66,16,0
51610,124,211,212,41,0,88,87,0
51620,413,826,651,50,21,238,412,174
51630,1299,2070,1921,37,7,622,770,148
51640,85,294,227,71,23,142,209,67
51650,5413,7421,7474,27,0,2061,2008,0
51660,2837,3412,3424,17,0,587,575,0
51670,815,1598,1407,49,12,592,783,191
51678,169,219,232,23,0,63,50,0
51680,2628,4137,3985,36,4,1357,1509,152
51683,719,1050,875,32,17,156,332,176
51685,211,309,352,32,0,141,97,0
51690,508,823,673,38,18,165,315,150
51700,4973,8161,8917,39,0,3944,3188,0
51710,9093,13545,13950,33,0,4857,4452,0
51720,173,330,357,48,0,184,157,0
51730,1392,2730,2388,49,13,996,1337,341
51735,171,184,176,7,4,5,13,8
51740,3230,5621,5377,43,4,2147,2391,244
51750,995,1400,1220,29,13,225,405,180
51760,10341,17174,16650,40,3,6309,6833,524
51770,2747,5943,4945,54,17,2198,3196,998
51775,476,1030,536,54,48,60,554,494
51790,1085,1405,1392,23,1,307,320,13
51800,1287,2571,2169,50,16,882,1284,402
51810,6179,7524,7759,18,0,1580,1345,0
51820,889,1151,1170,23,0,281,262,0
51830,680,730,747,7,0,67,50,0
51840,1029,1122,1160,8,0,131,93,0
53001,425,522,480,19,8,55,97,42
53003,723,887,893,19,0,170,165,0
53005,5001,6107,5924,18,3,923,1106,183
53007,965,1186,1269,19,0,304,221,0
53009,1450,2225,1884,35,15,434,774,340
53011,9090,11527,11509,21,0,2419,2437,18
53013,142,174,155,19,11,13,32,19
53015,2884,4028,3499,28,13,615,1144,529
53017,455,560,520,19,7,65,105,40
53019,120,230,148,48,36,28,110,82
53021,1917,2230,2294,14,0,377,313,0
53023,19,23,19,19,19,,4,4
53025,2087,2971,2492,30,16,405,884,479
53027,1441,2087,1988,31,5,547,646,99
53029,1378,2244,1617,39,28,239,866,627
53031,635,973,745,35,24,110,339,229
53033,57857,81565,78616,29,4,20759,23708,2949
53035,5100,7165,6536,29,9,1436,2065,629
53037,2077,2956,2329,30,21,252,879,627
53039,397,566,506,30,11,109,169,60
53041,1367,1950,1657,30,15,290,583,293
53043,183,225,201,19,11,18,42,24
53045,999,1446,1112,31,23,113,447,334
53047,714,1369,919,48,33,205,656,451
53049,433,604,510,28,16,77,172,95
53051,241,462,290,48,37,49,221,172
53053,20516,24429,25751,16,0,5235,3913,0
53055,345,563,353,39,37,8,217,209
53057,2189,3564,2652,39,26,463,1375,912
53059,118,169,198,30,0,80,51,0
53061,14292,20902,19240,32,8,4948,6610,1662
53063,17032,21211,20103,20,5,3071,4179,1108
53065,530,1016,660,48,35,130,487,357
53067,5661,7577,6918,25,9,1257,1916,659
53069,72,101,93,28,8,21,29,8
53071,2587,3039,3097,15,0,510,452,0
53073,5593,9045,6975,38,23,1382,3452,2070
53075,3102,3809,3272,19,14,170,707,537
53077,5875,9092,6814,35,25,939,3217,2278
54001,212,463,326,54,30,114,251,137
54003,1899,4612,2564,59,44,665,2713,2048
54005,205,582,299,65,49,94,378,284
54007,181,370,226,51,39,45,189,144
54009,487,773,658,37,15,171,286,115
54011,4010,5778,5261,31,9,1251,1768,517
54013,77,158,135,51,14,58,81,23
54015,90,181,107,51,41,17,92,75
54017,58,103,63,43,38,5,44,39
54019,410,815,635,50,22,225,405,180
54021,95,195,104,51,47,9,100,91
54023,133,290,197,54,32,64,157,93
54025,814,1507,1028,46,32,214,693,479
54027,605,1469,711,59,52,106,864,758
54029,807,1281,1043,37,19,236,474,238
54031,133,291,147,54,49,14,158,144
54033,1229,2166,1843,43,15,614,937,323
54035,306,626,591,51,6,285,320,35
54037,802,1949,1016,59,48,214,1147,933
54039,3378,6840,5522,51,19,2144,3461,1317
54041,255,557,380,54,32,125,302,177
54043,186,529,382,65,28,196,343,147
54045,470,1043,667,55,36,197,573,376
54047,337,747,470,55,37,133,410,277
54049,894,1575,1228,43,22,334,682,348
54051,741,1175,999,37,15,258,434,176
54053,379,547,645,31,0,266,167,0
54055,989,1967,1289,50,34,300,978,678
54057,511,1240,778,59,37,267,730,463
54059,267,593,630,55,0,363,325,0
54061,4173,6940,4513,40,35,340,2768,2428
54063,138,256,161,46,37,23,117,94
54065,354,861,377,59,56,23,506,483
54067,371,686,481,46,30,110,315,205
54069,1609,2552,2377,37,7,768,943,175
54071,98,215,102,54,52,4,116,112
54073,60,108,95,44,12,35,48,13
54075,110,203,112,46,45,2,93,91
54077,387,645,536,40,17,149,257,108
54079,285,812,395,65,51,110,526,416
54081,934,1858,1782,50,4,848,923,75
54083,554,1210,786,54,35,232,657,425
54085,90,185,124,51,33,34,94,60
54087,166,340,251,51,26,85,174,89
54089,211,391,317,46,19,106,180,74
54091,203,358,359,43,0,156,155,0
54093,88,191,122,54,36,34,104,70
54095,82,168,101,51,40,19,86,67
54097,255,557,481,54,14,226,302,76
54099,811,1168,1197,31,0,386,357,0
54101,187,345,269,46,22,82,159,77
54103,200,409,351,51,14,151,209,58
54105,38,68,52,44,24,14,30,16
54107,1791,3208,2717,44,15,926,1417,491
54109,187,415,323,55,22,136,228,92
55001,250,337,263,26,22,13,87,74
55003,332,540,537,39,1,205,208,3
55005,274,1135,581,76,49,307,861,554
55007,158,257,200,39,22,42,99,57
55009,8115,10861,9883,25,9,1768,2746,978
55011,149,312,178,52,43,29,163,134
55013,321,523,373,39,29,52,201,149
55015,371,736,530,50,28,159,364,205
55017,1109,1588,1538,30,3,429,479,50
55019,114,472,249,76,47,135,359,224
55021,640,1211,876,47,28,236,571,335
55023,184,386,285,52,26,101,202,101
55025,18826,23829,22394,21,6,3568,5003,1435
55027,1484,2151,1791,31,17,307,667,360
55029,201,824,347,76,58,146,623,477
55031,1187,1932,1881,39,3,694,745,51
55033,1235,1625,1448,24,11,213,391,178
55035,2963,3892,3580,24,8,617,929,312
55037,17,71,57,76,19,40,53,13
55039,1455,2883,2177,50,25,722,1429,707
55041,110,189,149,42,21,39,79,40
55043,952,1504,1155,37,23,203,553,350
55045,631,997,748,37,25,117,366,249
55047,158,321,290,51,10,132,163,31
55049,343,543,444,37,18,101,199,98
55051,104,170,154,39,9,50,65,15
55053,227,475,305,52,36,78,248,170
55055,1730,2508,2228,31,11,498,778,280
55057,433,583,525,26,10,92,150,58
55059,4623,5818,5972,21,0,1349,1195,0
55061,448,548,498,18,9,50,100,50
55063,3263,3982,4154,18,0,891,719,0
55065,225,355,270,37,24,45,131,86
55067,483,830,650,42,22,167,347,180
55069,606,1041,765,42,26,159,435,276
55071,2354,2879,2803,18,3,449,525,76
55073,3553,4197,4092,15,3,539,644,105
55075,257,1052,552,76,48,295,795,500
55077,164,333,185,51,44,21,169,148
55078,28,57,39,51,32,11,29,18
55079,53166,66302,67965,20,0,14799,13136,0
55081,554,1161,745,52,36,191,606,415
55083,143,587,259,76,56,116,444,328
55085,728,1250,910,42,27,182,522,340
55087,4338,5485,5100,21,7,762,1147,385
55089,850,1839,1095,54,40,245,990,745
55091,63,132,72,52,45,9,69,60
55093,528,1105,706,52,36,178,577,399
55095,204,847,405,76,52,201,643,442
55097,1747,2354,2107,26,10,360,607,247
55099,211,343,280,39,18,69,132,63
55101,3265,5876,4435,44,25,1170,2611,1441
55103,321,507,462,37,9,141,187,46
55105,5415,5953,6657,9,0,1242,538,0
55107,261,424,373,39,12,112,164,52
55109,1601,2108,1980,24,6,379,506,127
55111,785,1485,1130,47,24,345,700,355
55113,359,584,452,39,23,93,225,132
55115,492,998,709,51,29,217,506,289
55117,1549,3017,2166,49,28,617,1468,851
55119,286,465,365,39,22,79,179,100
55121,253,529,395,52,25,142,277,135
55123,238,498,417,52,16,179,260,81
55125,545,936,595,42,36,50,391,341
55127,3394,4282,3915,21,9,521,888,367
55129,288,469,387,39,17,99,181,82
55131,1349,2922,1833,54,37,484,1572,1088
55133,6740,8095,8251,17,0,1511,1355,0
55135,581,1178,843,51,28,262,597,335
55137,232,470,282,51,40,50,238,188
55139,2900,4885,3866,41,21,966,1985,1019
55141,1499,2020,2069,26,0,570,521,0
56001,2307,3374,2531,32,25,224,1067,843
56003,83,172,85,52,51,2,89,87
56005,432,999,598,57,40,166,567,401
56007,170,277,257,38,7,87,106,19
56009,205,334,348,38,0,143,128,0
56011,53,122,53,57,57,,69,69
56013,441,843,538,48,36,97,402,305
56015,132,306,199,57,35,67,174,107
56017,56,108,90,48,16,34,51,17
56019,98,228,122,57,46,24,129,105
56021,2234,3267,3007,32,8,773,1033,260
56023,90,186,102,52,45,12,96,84
56025,1835,2982,2397,38,20,562,1147,585
56027,38,89,54,57,39,16,50,34
56029,226,467,304,52,35,78,241,163
56031,78,181,101,57,44,23,103,80
56033,432,893,673,52,25,241,462,221
56035,65,124,65,48,48,,59,59
56037,356,681,559,48,18,203,325,122
56039,367,760,367,52,52,,393,393
56041,172,329,269,48,18,97,157,60
56043,95,219,137,57,38,42,124,82
56045,44,103,63,57,38,19,58,39
